0.000000000000000000e+00,-1.371763199567794800e-01
4.535148282518101356e-05,-2.004828453063964844e-01
9.070296565036202712e-05,-1.767495423555374146e-01
1.360544484755430339e-04,-1.790682673454284668e-01
1.814059313007240542e-04,-1.570740342140197754e-01
2.267574141259050746e-04,-1.485719829797744751e-01
2.721088969510860678e-04,-1.119263768196105957e-01
3.174603797762671153e-04,-8.730390667915344238e-02
3.628118626014481085e-04,-4.291880130767822266e-02
4.081633454266291017e-04,5.806721746921539307e-03
4.535148282518101492e-04,6.828103959560394287e-02
4.988663110769911424e-04,1.225309967994689941e-01
5.442177939021721356e-04,1.877149343490600586e-01
5.895692767273531289e-04,2.522986233234405518e-01
6.349207595525342305e-04,3.190057277679443359e-01
6.802722423777152238e-04,3.816099762916564941e-01
7.256237252028962170e-04,4.443400502204895020e-01
7.709752080280772102e-04,5.062508583068847656e-01
8.163266908532582035e-04,5.660455822944641113e-01
8.616781736784393051e-04,6.184978485107421875e-01
9.070296565036202983e-04,6.616130471229553223e-01
9.523811393288012916e-04,6.966070532798767090e-01
9.977326221539822848e-04,7.230103611946105957e-01
1.043084104979163278e-03,7.446087598800659180e-01
1.088435587804344271e-03,7.526633739471435547e-01
1.133787070629525265e-03,7.490866780281066895e-01
1.179138553454706258e-03,7.324194908142089844e-01
1.224490036279887468e-03,7.099232673645019531e-01
1.269841519105068461e-03,6.757618188858032227e-01
1.315193001930249454e-03,6.354266405105590820e-01
1.360544484755430448e-03,5.834091901779174805e-01
1.405895967580611441e-03,5.227440595626831055e-01
1.451247450405792434e-03,4.523365795612335205e-01
1.496598933230973427e-03,3.754804432392120361e-01
1.541950416056154420e-03,2.889412939548492432e-01
1.587301898881335414e-03,1.964893937110900879e-01
1.632653381706516407e-03,1.010875478386878967e-01
1.678004864531697400e-03,6.223998963832855225e-03
1.723356347356878610e-03,-8.741359412670135498e-02
1.768707830182059603e-03,-1.782091856002807617e-01
1.814059313007240597e-03,-2.652636468410491943e-01
1.859410795832421590e-03,-3.511327803134918213e-01
1.904762278657602583e-03,-4.357814192771911621e-01
1.950113761482783576e-03,-5.156207084655761719e-01
1.995465244307964570e-03,-5.876722335815429688e-01
2.040816727133145780e-03,-6.521741747856140137e-01
